2	molo is a town in nakuru county.	molo , kenya molo ni mji wa kenya katika mkoa wa bonde la ufa . 
0	is a tanzanian ccm politician and member of parliament for bumbwini constituency in the national assembly of tanzania since 2005.	kidarlong ni lugha ya kisino - tibeti nchini uhindi inayozungumzwa na wadarlong . mwaka wa 1998 idadi ya wasemaji wa kidarlong imehesabiwa kuwa watu 6000 . kuhusu uainishaji wa lugha kwa ndani zaidi , kidarlong haijaainishwa . viungo vya nje . - lugha ya kidarlong kwenye multitree - makala za olac kuhusu kidarlong - lugha ya kidarlong katika glottolog - lugha ya kidarlong kwenye ethnologue 
0	is a tanzanian ccm politician and member of parliament for bumbwini constituency in the national assembly of tanzania since 2005.	milima ya mahale ni milima ambyo ni moja ya hifadhi katika nchi ya tanzania . hifadhi hii iko magharibi mwa tanzania ikiwa inapakana na ziwa tanganyika . hifadhi hii inaundwa na vilima vilivyojipanga na kufunikwa na misitu minene ikiwa na jumla ya kilometa za mraba 1613 . kama ilivyo hifadhi jirani ya kaskazini ya gombe , hifadhi ya milima ya mahale ni makazi ya jamii adimu zilizobakia za sokwe barani africa . katika hifadhi hii yenye misitu minene inayovuta mvua kwa wingi , kundi kubwa la sokwe huonekana katika vilima na mabonde . mabaki ya matunda yaliyoliwa na kinyesi kibichi ni miongoni mwa vitu vinavyowaongoza wageni hadi kuwafikia viumbe hawa . eneo hili pia linajulikana kama nkungwe jina linalotokana na mlima mkubwa zaidi katika hifadhi hii . ukiwa na urefu wa mita 2460 , ni mrefu zaidi ya vilele sita vinavyotengeneza safu ya milima ya mahale inayokinga miteremko yake katika ziwa tanganyika . pia katika milima hii utaona sehemu ya asili ambayo watu wa kabila la watongwe walikua wakiabudu mizimu yao milimani , kisha kurudi ziwani na kujitumbukiza katika maji baridi na maangavu , ziwa lenye sifa ya kuwa na zaidi ya aina 250 za samaki . 
2	tech, first published on november 16, 1881, is campus newspaper at massachusetts institute of technology in cambridge, massachusetts.	the tech ( gazeti ) the tech , lililochapishwa kwa mara ya kwanza 16 novemba 1881 , ni gazeti kongwe kabisa na kubwa kabisa la kampasi katika taasisi ya teknolojia ya massachusetts ( massachusetts institute of technology - mit ) . linapatikana katika eneo la cambridge , massachusetts . matoleo huchapishwa jumanne na ijumaa katika mwaka wa masomo , kila siku katika kipindi cha wanafunzi wapya kuripoti , mara moja kwa wiki katika mwezi wa januari na mara kadhaa katika majira ya joto . nakala huchapishwa na husambazwa kote katika kampasi ya mit katika asubuhi hiyo ya uchapishaji . `` the tech '' ndilo gazeti la kwanza kuchapishwa kwenye mtandao wa tarakilishi za ulimwengu . katika ukurasa mmoja wa tovuti yake kumeandikwa `` gazeti la kwanza la dunia kwenye mtandao , lilianzishwa mwaka wa 1993 . '' hapo awali , `` startext '' , mfumo wa aina ya `` videotex '' ya `` fort worth star - telegrams '' wa kuonyesha makala ya magazeti kwenye skrini za kompyuta , ilianzishwa katika mwaka wa 1982 katika fort worth , texas . ingawaje , mfumo wa `` startext '' haukutumika kwenye mtandao mpaka mwaka wa 1996 . katika mwaka wa 1987 , gazeti la `` middlesex news '' ( framingham , massachusetts ) ilianzisha `` fred kompyuta '' , mfumo wa bbs uliotumika kuangalia toleo la siku inayofuata na , hapo baadaye , mfumo huu ulitumika kuandaa makala ya filamu ya gazeti hili . 
0	tech, first published on november 16, 1881, is campus newspaper at massachusetts institute of technology in cambridge, massachusetts.	kikadaru ni lugha ya kinilo - sahara nchini sudan inayozungumzwa na wakadaru . idadi ya wasemaji wa kikadaru imehesabiwa kuwa watu 7000 lakini wengi wao wameanza kusahau lugha yao kwa hiyo kikadari iko hatarini mwa kutoweka .. kufuatana na uainishaji wa lugha kwa ndani zaidi , kikadaru iko katika kundi la sudaniki - mashariki . viungo vya nje . - lugha ya kikadaru kwenye multitree - makala za olac kuhusu kikadaru - lugha ya kikadaru katika glottolog - http : // www . ethnologue . com / language / kdu 
0	tech, first published on november 16, 1881, is campus newspaper at massachusetts institute of technology in cambridge, massachusetts.	mto charente ni mto wa ufaransa . 
0	tech, first published on november 16, 1881, is campus newspaper at massachusetts institute of technology in cambridge, massachusetts.	hii ni orodha ya miji ya zanzibar : miji . - chake chake - koani - mkoani - mkokotoni - wete - jiji la zanzibar tazama pia . - orodha ya miji ya tanzania - orodha ya wilaya za tanzania - orodha ya makabila ya tanzania viungo vya nje . - national bureau of statistics tanzania - world gazetteer . de - city population . de 
0	tech, first published on november 16, 1881, is campus newspaper at massachusetts institute of technology in cambridge, massachusetts.	matale ( longido ) matale ni kata ya wilaya ya longido katika mkoa wa arusha , tanzania . wakati wa sensa iliyofanyika mwaka wa 2012 , kata ilikuwa na wakazi wapatao 4 , 411 walioishi humo . 
2	() is a city in the western netherlands, in the province of south holland.	zoetermeer ni mji wa mkoa wa zuid - holland nchini uholanzi . idadi ya wakazi wake ni takriban 119 , 584 . tazama pia . - orodha ya miji ya uholanzi 
0	() is a city in the western netherlands, in the province of south holland.	elfu moja na arobaini na moja ni namba inayoandikwa 1041 kwa tarakimu za kawaida na mxli kwa zile za kirumi . ni namba asilia inayofuata 1040 na kutangulia 1042 . vigawo vyake vya namba tasa ni : 3 x 347 . matumizi . - namba hurejea miaka 1041 kk na 1041 bk . 
0	() is a city in the western netherlands, in the province of south holland.	erzin ni mji na wilaya iliopo katika mkoa wa hatay kwenye kanda ya mediteranea huko nchini uturuki . 
0	() is a city in the western netherlands, in the province of south holland.	kosta rika ( kwa kihispania : costa rica , yaani pwani tajiri ) ni nchi ya amerika ya kati . imepakana na nikaragua na panama ; kuna pwani ya pasifiki upande wa magharibi na pwani ya bahari ya karibi upande wa mashariki . kosta rika ilikuwa nchi ya kwanza duniani ya kufuta jeshi lake kikatiba . pia inaongoza kwa kuhifadhi mazingira . mji mkuu ni san josé . wakazi wengi ( 65 . 8 % ) wana asili ya ulaya , mbali ya machotara wazungu - waindio ( 13 . 65 % ) na wahamiaji wenye asili yoyote ( 9 . 03 % ) . waindio , ambao ndio wakazi asili , ni 2 . 4 % tu . lugha rasmi na ya kawaida ni kihispania . upande va dini , walio wengi ni wafuasi wa yesu katika kanisa katoliki ( 70 . 5 % : ndiyo dini rasmi ) au madhehebu ya uprotestanti ( 13 . 08 % ) . nje ya ukristo , unaongoza ubuddha ( 2 . 3 % ) . 
0	() is a city in the western netherlands, in the province of south holland.	donald rodney justice ( 12 agosti 1925 – 6 agosti 2004 ) alikuwa mshairi kutoka nchi ya marekani . mwaka wa 1980 alipokea tuzo ya pulitzer ya ushairi . viungo vya nje . - wasifu ya justice kwa kiingereza 
2	(nyamugali, ruhengeri, march 12, 1955) is a rwandan writer who currently lives in belgium.	gaspard musabyimana ( nyamugali , ruhengeri , 12 machi 1955 ) ni mwandishi wa rwanda . vitabu . - `` les années fatidiques pour le rwanda . coup d ' œil sur les préparatifs intensifs de la « guerre d ' octobre » , 1986 - 1990 '' , ( kigali , 1993 ) - `` sexualité , rites et mœurs sexuels de l ' ancien rwanda . une facette de la culture rwandaise '' ( brussel 1999 ) - `` la vraie nature du fpr . d ' ouganda en rwanda '' ( l ' harmattan , 2003 ) - `` sprookjes uit afrikaanse savanne '' ( brussel , 2003 ) . - `` l ' apr et les réfugiés rwandais au zaïre 1996 - 1997 . un génocide nié '' ( l ' harmattan , 2004 ) - `` pratiques et rites sexuels au rwanda '' ( l ' harmattan , 2006 ) . - `` rwanda : le mythe des mots '' ( l ' harmattan , 2008 ) - `` rwanda , le triomphe de la criminalité politique '' ( l ' harmattan , 2009 ) - `` dictionnaire de l ' histoire politique du rwanda '' ( éditions scribe , 2011 ) . - `` rwanda . vingt ans de pouvoir du fpr . quel bilan ? `` ( editions scribe 2014 ) emmanuel neretse . viungo vya nje . - www . musabyimana . net 
0	(nyamugali, ruhengeri, march 12, 1955) is a rwandan writer who currently lives in belgium.	wt au wt ni kifupi cha : kodi . - kodi ya iata ya wasaya airways , kanada 
0	(nyamugali, ruhengeri, march 12, 1955) is a rwandan writer who currently lives in belgium.	ponsyano ngondwe ni mfiadini mmojawapo kati ya wakristo 22 wa kanisa katoliki wanaojulikana na kuheshimiwa duniani kote kama wafiadini wa uganda . hao walikuwa wahudumu wa ikulu ya kabaka wa buganda mwanga ii ( 1884 - 1903 ) ambao waliuawa kati ya tarehe 15 novemba 1885 na tarehe 27 januari 1887 kwa sababu ya kumwamini yesu kristo baada ya kuhubiriwa injili na wamisionari wa afrika walioandaliwa na kardinali charles lavigerie . ndio wafiadini wa kwanza wa kusini kwa sahara kuheshimiwa na kanisa katoliki kama watakatifu . tazama pia . - watakatifu wa agano la kale - orodha ya watakatifu wakristo - orodha ya watakatifu wafransisko 
0	(nyamugali, ruhengeri, march 12, 1955) is a rwandan writer who currently lives in belgium.	historia ya angola inahusu eneo la kusini mwa afrika ambalo wakazi wake leo wanaunda jamhuri ya angola . wakazi wa kwanza huaminiwa kuwa wawindaji wa jamii ya wasani . katika karne za kwanza bk walifika wahamiaji wabantu wenye ujuzi wa kilimo na uhunzi . kuanzia karne ya 14 , falme mbalimbali zilienea sehemu za angola , kwa mfano dola la kongo , dola la lunda na dola la kasanje . ufalme wa kongo ulikuwa dola lililoenea ndani ya nchi za leo za angola , kongo ( kinshasa ) na kongo ( brazzaville ) . ulianzishwa katika karne ya 14 ikadumu hadi karne ya 17 . mtawala wake alikuwa na cheo cha `` mwene kongo '' au `` manikongo '' wa kabila la bakongo . ufalme huo umejulikana zaidi kihistoria kwa sababu ya mawasiliano yake ya kimataifa . katika karne ya 15 meli za wareno zilifika mwambaoni mwake . wakati wa kukutana na wareno ufalme wa kongo labda ulikuwa na eneo la km ² 300 , 000 ukaunganisha robo ya magharibi ya kongo ( kinshasa ) pamoja na sehemu za angola na kongo ( brazzaville ) . manikongo mbalimbali walijenga uhusiano na ureno na kongo ilikuwa taifa la kushikamana na ureno hadi kuharibika kwa uhusiano huo . katika kipindi kile taarifa mbalimbali ziliandikwa zinazotupa leo picha nzuri ya ufalme huo . 
0	(nyamugali, ruhengeri, march 12, 1955) is a rwandan writer who currently lives in belgium.	makala hii inahusu mwaka 1361 bk ( baada ya kristo ) . 
2	the recorded begins with portuguese discovery in 1456.	historia ya cabo verde inahusu funguvisiwa vya bahari ya atlantiki mkabala wa afrika magharibi ambalo wakazi wake leo wanaunda jamhuri ya cabo verde . hadi kufika kwa wareno katika karne ya 15 funguvisiwa vya cabo verde havikuwa na watu . wareno walianzisha mashamba ya miwa na kuleta watumwa kutoka bara la afrika . cabo verde ilikuwa pia kituo muhimu cha biashara ya watumwa kati ya afrika na amerika . wahamiaji kutoka ulaya walikuwa pia wahispania , waitalia pamoja na wayahudi na waislamu waliokataliwa kukaa kwao ureno . 
0	the recorded begins with portuguese discovery in 1456.	papa martin i alikuwa papa kuanzia 21 julai 649 hadi kifodini chake tarehe 16 septemba 655 . alimfuata papa theodor i akafuatwa na papa eugenio i . anaheshimiwa kama mtakatifu mfiadini . sikukuu yake ni tarehe 13 aprili . tazama pia . - watakatifu wa agano la kale - orodha ya watakatifu wakristo - orodha ya watakatifu wafransisko marejeo . - ekonomou , andrew j . 2007 . `` byzantine rome and the greek popes : eastern influences on rome and the papacy from gregory the great to zacharias , a . d . 590 – 752 '' . lexington books . viungo vya nje . - kuhusu papa martin i katika kamusi elezo ya kikatoliki - pope saint martin i in patron saints index - papa martino i 
0	the recorded begins with portuguese discovery in 1456.	wabende ni kabila la tanzania wanaoishi katika mkoa wa katavi , wilaya ya mpanda . mwaka 1999 idadi ya wabende ilikadiriwa kuwa na watu 27 , 000 , lakini takwimu ya mwaka 2016 inakadiria kabila la wabende kuwa na idadi ya watu 125 , 000 . lugha yao ni kibende . 
0	the recorded begins with portuguese discovery in 1456.	tarehe 12 oktoba ni siku ya 285 ya mwaka ( ya 286 katika miaka mirefu ) . mpaka uishe zinabaki siku 80 . matukio . - 539 kk - koreshi mkuu anateka babuloni - 1492 - kristoforo kolumbus anafika kwenye visiwa vya karibi akiamini amefikia uhindi - 1968 - nchi ya guinea ya ikweta inapata uhuru kutoka hispania waliozaliwa . - 1846 - mtakatifu arkanjelo tadini , padri - 1865 - arthur harden , mshindi wa tuzo ya nobel ya kemia mwaka wa 1929 - 1891 - mtakatifu edith stein ( teresa benedikta wa msalaba ) , myahudi mwanafalsafa kutoka ujerumani , halafu mmonaki mkarmeli na mfiadini - 1896 - eugenio montale , mshindi wa tuzo ya nobel ya fasihi mwaka wa 1975 - 1925 - charles gordone , mwandishi kutoka marekani - 1970 - cody cameron , mwigizaji wa filamu kutoka marekani waliofariki . - 638 - papa honorius i - 642 - papa yohane iv - 1576 - kaisari maximilian ii wa ujerumani - 1604 - mtakatifu serafino wa montegranaro , o . f . m . cap . , bradha nchini italia - 1924 - anatole france , mshindi wa tuzo ya nobel ya fasihi mwaka wa 1921 
0	the recorded begins with portuguese discovery in 1456.	wandendeule ni kabila la watu wa tanzania wanaoishi katika mkoa wa ruvuma , hasa maeneo ya wilaya ya namtumbo . lugha yao ni kindendeule . zao lao kuu la biashara ni tumbaku . mila zao nyingi 
2	(metrae, μέτραι in ancient greek) is a city and a rural district in istanbul, turkey.	çatalca çatalca ni mji na wilaya iliopo katika mkoa wa istanbul kwenye kanda ya marmara huko nchini uturuki . 
0	(metrae, μέτραι in ancient greek) is a city and a rural district in istanbul, turkey.	makala hii inahusu mwaka 1253 bk ( baada ya kristo ) . waliofariki . - 3 aprili - mtakatifu richard wa chichester , askofu 
0	(metrae, μέτραι in ancient greek) is a city and a rural district in istanbul, turkey.	sari ( kitapuri : sari ) ni makao makuu ya mkoa wa mazandaran katika uajemi . idadi ya wakazi inakadiriwa kuwa takriban nusu milioni . mji uko kaskazini ya milima ya alborz na karibu na bahari ya kaspi . 
0	(metrae, μέτραι in ancient greek) is a city and a rural district in istanbul, turkey.	lauren nicole london ( amezaliwa tar . 5 desemba 1984 ) ni mwigizaji wa filamu na televisheni , mwanamitindo , na mwonekanaji wa miziki ya video . alianza shughuli zake akiwa kama mwigizaji wa miziki ya video na baadaye kujiingiza kwenye filamu na televisheni . london alianza kupata kutambulika zaidi kwa uchezaji wake wa kwenye filamu ya `` atl '' na vilevile kwenye kipindi cha mfululizo wa tv cha `` 90210 '' na `` entourage '' . mbali na shughuli zake za uigizaji , london pia ni mwongeaji wa wanamitindo wa kike wa mavazi ya sean john . 
0	(metrae, μέτραι in ancient greek) is a city and a rural district in istanbul, turkey.	mikiwi ni mimea ya jenasi `` actinidia '' katika familia actinidiaceae . mimea hii ni vichaka vyenye urefu wa hadi m 6 au mitambazi ya hadi m 30 . inazaa matunda yalikayo ambayo huitwa kiwi . asili ya mimea hii ni asia ya mashariki lakini spishi kadhaa hukuzwa katika nchi nyingine , mkiwi wa kawaida ( `` actinidia deliciosa '' ) hasa katika italia na nyuzilandi . spishi zinazoliwa sana . - `` actinidia arguta '' , mkiwi mvumilivu ( hardy kiwi au arctic kiwi ) - `` actinidia chinensis '' , mkiwi njano ( golden kiwi ) - `` actinidia coriacea '' , mkiwi matunda - mayai ( chinese egg gooseberry ) - `` actinidia deliciosa '' , mkiwi matunda - manyoya , mkiwi wa kawaida au mkiwi kwa kifupi ( fuzzy kiwi ) - `` actinidia kolomikta '' , mkiwi rangirangi ( variegated kiwi vine ) - `` actinidia melanandra '' , mkiwi zambarau ( red kiwi ) - `` actinidia polygama '' , mkiwi fedha ( silver vine ) - `` actinidia purpurea '' , mkiwi zambarau ( purple kiwi ) 
2	(born 13 may 1991) is a french professional footballer who plays as a defensive midfielder for english club arsenal.	francis coquelin ( aliyezaliwa 13 mei 1991 ) ni mchezaji wa ufaransa ambaye huchezea klabu ya arsenal kama mchezaji wa kati . yeye alijiunga na klabu ya arsenal kutoka stade lavallois katika majira ya joto ya mwaka wa 2008 . aliyezaliwa laval , mayenne , coquelin alianza kwa kuchezea timu ya as laval bourny kabla ya kutoka timu hiyo katika mwaka wa 2005 akihamia klabu kubwa kabisa katika eneo hilo , stade lavallois . coquelin alicheza katika klabu hiyo hadi talanta yake iliponekana na skauti wa wachezaji wa arsenal , gilles grimandi . talanta yake ilionekana katika shindano la uefa la uropa la vijana waliokuwa chini ya miaka 17 la 2008 walipokuwa wakicheza dhidi ya israeli . mnamo julai 2008 , coquelin alijiunga na arsenal kutoka stade lavallois kufuatia mafanikio katika majaribio yake na klabu . ingawa alipata jeraha la paja lililosimamisha majaribio yake , alikuwa amewavutia wataalam wa arsenal na akapewa mkataba na klabu . coquelin alicheza kwa mara ya kwanza katika timu ya arsenal alipocheza katika mechi ya kabla msimu dhidi ya barnet na szombathelyi haladas na akacheza mechi yake ya kwanza kubwa kwa timu hiyo katika ushindi wao dhidi ya timu ya sheffield united mnamo 23 septemba 2008 . aliingia kama mchezaji mbadala kwa fran merida na kucheza kama difenda katika mechi hiyo waliyoshinda 6 - 0 . coquelin alifunga bao lake la kwanza kama mchezaji wa arsenal katika mechi ya timu hifadhi dhidi ya stoke city mnamo 6 oktoba 2008 kwa mkwaju wa nguvu na mguu wake wa kushoto . 
0	(born 13 may 1991) is a french professional footballer who plays as a defensive midfielder for english club arsenal.	kijandai kilikuwa lugha ya kipama - nyungan nchini australia iliyozungumzwa na wajandai katika jimbo la victoria . hakuna wasemaji ambao wamebaki kuongea kijandai , yaani lugha imetoweka kabisa . kufuatana na uainishaji wa lugha kwa ndani zaidi , kijandai kiko katika kundi la kidurubuliki . viungo vya nje . - lugha ya kijandai kwenye multitree - makala za olac kuhusu kijandai - lugha ya kijandai katika glottolog - lugha ya kijandai katika ethnologue 
0	(born 13 may 1991) is a french professional footballer who plays as a defensive midfielder for english club arsenal.	carus ( takriban 230 – julai / agosti 283 ) alikuwa kaizari wa dola la roma kuanzia oktoba 282 hadi kifo chake . alimfuata probus . 
0	(born 13 may 1991) is a french professional footballer who plays as a defensive midfielder for english club arsenal.	hii ni orodha ya miji ya nchi ya marekani yenye angalau idadi ya wakazi 100 , 000 ( 2008 ) . < / includeonly > tazama pia . - orodha ya miji ya alaska - orodha ya miji ya arizona - orodha ya miji ya arkansas - orodha ya miji ya california - orodha ya miji ya delaware - orodha ya miji ya florida - orodha ya miji ya georgia - orodha ya miji ya hawaii - orodha ya miji ya illinois - orodha ya miji ya indiana - orodha ya miji ya kansas - orodha ya miji ya kentucky - orodha ya miji ya louisiana - orodha ya miji ya maine - orodha ya miji ya maryland - orodha ya miji ya massachusetts - orodha ya miji ya minnesota - orodha ya miji ya missouri - orodha ya miji ya nevada - orodha ya miji ya new jersey - orodha ya miji ya new york - orodha ya miji ya north carolina - orodha ya miji ya north dakota - orodha ya miji ya ohio - orodha ya miji ya pennsylvania - orodha ya miji ya south carolina - orodha ya miji ya south dakota - orodha ya miji ya texas - orodha ya miji ya virginia - orodha ya miji ya washington 
0	(born 13 may 1991) is a french professional footballer who plays as a defensive midfielder for english club arsenal.	grenada ni nchi ya kisiwani kusini mwa bahari ya karibi . iko kaskazini kwa trinidad na tobago na kusini kwa saint vincent . ni nchi mwanachama wa jumuiya ya madola na mkuu wa dola ni malkia elisabeth ii wa uingereza anayewakilishwa kisiwani na gavana mkuu . eneo la nchi ni kisiwa kikuu cha grenada pamoja na visiwa kadhaa za funguvisiwa ya grenadini kama vile carriacou , petit martinique , rhonde island na vingine vidogo . idadi kubwa ya wakazi iko grenada penyewe pamoja na miji ya st . george ' s ( mji mkuu ) , grenville na gouyave . visiwa vyote ni vya asili ya kivolkeno vyenye ardhi yenye rutuba . grenada ina milima , na mkubwa zaidi ni mlima st . catherine wenye kimo cha mita 840 . wakazi ni 110 , 000 : walio wengi ( 82 % ) ni wa asili ya afrika wametokana na watumwa waliopelekwa huko kulima mashamba ya miwa au ni machotara ( 13 % ) waliotokana na watumwa wale na mabwana wao wafaransa . waliobaki ( 5 % ) ni wazungu na wahindi . wananchi walio wengi wanaishi nje : ni kama mara mbili kuliko waliobaki nchini . 
